id	desc
19747827	Must be Special Summoned with "The Claw of Hermos", using a Dragon monster. If this card is Special Summoned: Target 1 other face-up monster on the field; equip this card to it. It gains 1000 ATK, and 500 ATK/DEF for each Dragon monster on the field and in the GYs.
19748583	[INVALID_DATA]
19763315	Your opponent conducts their next Battle Phase twice.
19801646	This card's name becomes "The Legendary Fisherman" while on the field or in the GY. While "Umi" is on the field, this card is unaffected by other monsters' effects. If this face-up card is destroyed by battle, or leaves the field because of an opponent's card effect while its owner controls it: You can add 1 Level 7 WATER monster from your Deck to your hand.
19808608	Once per turn: You can target 1 "D/D" monster you control that has a Level, except "D/D Berfomet", and declare a Level from 1 to 8; it becomes that Level until the end of this turn, also you cannot Special Summon monsters for the rest of this turn, except "D/D" monsters.
19814508	If a "U.A." monster is Normal Summoned to your side of the field: You can add 1 "U.A." monster from your Deck to your hand. Once per turn, if a "U.A." monster(s) is Special Summoned to your side of the field: All monsters you currently control gain 500 ATK (even if this card leaves the field).
19827717	Discard 1 Monster Card from your hand to the Graveyard. Return 1 of your monsters destroyed and sent to your Graveyard as a result of battle during this turn to your hand at the end of this turn.
19844995	Neither player can Special Summon monsters with 1000 or less ATK.
19847532	This card cannot be Special Summoned. When this card is Tribute Summoned, you can remove from play up to 5 FIRE monsters in your Graveyard. Destroy a number of Spell/Trap Cards on the field equal to the number of monsters removed from play for this effect.
19870120	Tribute Summoned monsters you control cannot be targeted by, or destroyed by, card effects. You cannot Special Summon monsters from the Extra Deck.
19877898	If this card was Special Summoned by the effect of "Ultimate Insect LV5", while it remains on the field all of your opponent's monsters lose 700 ATK and DEF.
19885332	Target 1 Level 4 or lower Fish monster in your GY; Special Summon it, then you can add 1 monster with the same original name from your Deck to your hand. You can only activate 1 "White Mirror" per turn.
19891131	If you control no other monsters: You can Tribute this card; Special Summon 2 "Time Thief" monsters with different names from your Deck in Defense Position, except "Time Thief Regulator". When an Xyz Monster you control is destroyed by battle, while this card is in your GY: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of "Time Thief Regulator" once per turn.
19891310	[INVALID_DATA]
19932396	Return 1 face-up Tribute Summoned "Steelswarm" monster you control to the hand; draw 1 card.
19943114	If you Special Summon a Link Monster(s): Target 1 card on the field; destroy it, then draw 1 card. You can only activate 1 "Cynet Regression" per turn.
19959563	Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by possessing 4 or more banished "Lightsworn" monsters with different names. Once per turn (Quick Effect): You can pay 1000 LP; shuffle into the Decks, all cards in the GYs and all face-up banished cards, except "Lightsworn" monsters. Once per turn, if your "Lightsworn" monster's effect is activated: Send the top 4 cards of your Deck to the GY.
19959742	When this card is sent to the Graveyard by a card effect: Look at the top 3 cards of your Deck, then return them all to the top or to the bottom of the Deck, in any order.
19974580	[INVALID_DATA]
19980975	Select 1 monster with 4 or more Fog Counters. Destroy it and then draw 1 card for every 4 Fog Counters that were on it.
20003527	This card cannot be destroyed by battle. If this card is in face-up Defense Position, destroy it. You can Tribute any number of WATER monsters for the Tribute Summon of this card. When this card is Tribute Summoned, place 1 Fog Counter on it for each WATER monster you Tributed. This card gains 500 ATK for each Fog Counter on the field.
20007374	If you have 5 or more Dragon-Type Synchro Monsters with different names in your Graveyard: Special Summon 1 "Stardust Dragon" from your Extra Deck (this is treated as a Synchro Summon), but banish it during the End Phase. Equip it with this card. While equipped, it gains ATK equal to the combined ATK of all Dragon-Type Synchro Monsters in your Graveyard. Also while equipped, when it destroys an opponent's monster by battle: You can banish 1 Dragon-Type Synchro Monster from your Graveyard; it can attack an opponent's monster again in a row.
20032555	[INVALID_DATA]
20036055	Target any number of "Burning Abyss" monsters in your Graveyard that were sent there this turn; Special Summon them in Defense Position. You can only activate 1 "The Traveler and the Burning Abyss" per turn.
20050865	During your opponent's Main Phase or Battle Phase: You can target 1 non-Tuner monster in your Graveyard; Special Summon it, but it has its effects negated (if any), and if you do, immediately after this effect resolves, Synchro Summon 1 Machine-Type Synchro Monster using only that monster and this card (this is a Quick Effect). These Synchro Materials are banished instead of being sent to the Graveyard. You can only use this effect of "Crystron Citree" once per turn.
20056760	If this card is in your hand or Graveyard: You can target 2 "Graydle" cards you control; destroy them, and if you do, Special Summon this card. You can only use this effect of "Graydle Slime" once per turn. When Summoned this way: You can target 1 "Graydle" monster in your Graveyard; Special Summon that target in Defense Position.
20057949	Activate during the turn a face-up "Fortune Lady" monster you control was destroyed. Special Summon up to 2 "Fortune Lady" monsters from your hand during your next Standby Phase.
20060230	A living suit of armor that attacks enemies with a bone-jarring tackle.
20065322	Take 1 "Kuriboh" or 1 "Winged Kuriboh" from your Deck, and either add it to your hand or Special Summon it.
20065549	All face-up monsters, except for Effect Monsters, are unaffected by other Spell effects.
20073910	Cannot be Normal or Special Summoned. During either player's turn, when your opponent activates a card or effect that targets this face-down monster: You can change this card to face-up Defense Position; draw 1 card. If this card is flipped face-up: Banish all other cards on the field. Once per turn, during the End Phase, if this card was flipped face-up this turn: Return it to the hand.
20101223	Destroy all face-up Rock-Type monsters on the field.
20127343	Once per turn, you can select 1 face-up monster on the field and declare 1 Attribute. The selected monster's Attribute becomes the declared Attribute until the End Phase.
20137754	If this card is Normal or Special Summoned: You can send 1 "Cubic" card from your Deck to the Graveyard. Once per turn, during either player's turn, if a monster was sent to your Graveyard this turn while this card was face-up on the field: You can make this card gain 200 ATK for each monster with a different name in your Graveyard, until the end of this turn.
20138923	When your opponent activates a Quick-Play Spell Card, select 1 card on the field and destroy it.
20140382	Activate only while you control a face-up Level 7 or higher monster that was Tribute Summoned. Negate the activation of a Trap Card or Effect Monster's effect and destroy that card.
20154092	Once per turn: You can Tribute 1 other "Chronomaly" monster, then target 1 face-up monster your opponent controls; its ATK becomes 0 until the End Phase.
20155904	[INVALID_DATA]
20174189	If this card is Tribute Summoned by Tributing a "Naturia" monster, while this card remains face-up on the field, your opponent cannot activate Spell or Trap Cards.
20188127	Target 1 Equip Spell Card in your Graveyard; add that target to your hand. That Equip Spell Card cannot be activated this turn.
20191720	You can reveal this card in your hand, then target 1 "Gouki" monster you control, except "Gouki Moonsault"; Special Summon this card from your hand, and if you do, return that monster to the hand. You can target 1 "Gouki" Link Monster in your GY; return it to the Extra Deck, then you can add 1 "Gouki" monster from your GY to your hand. You can only use each effect of "Gouki Moonsault" once per turn.
20193924	Cannot be Special Summoned. Once per turn: You can target 1 Set card; destroy that target.
20201255	Special Summon 1 "Gladiator Beast" monster from your hand or GY, with a different Type from the monsters you control. It cannot be destroyed by battle.
20210570	Once per turn, you can select 1 Field Spell Card in your Graveyard. Return it to the Deck.
20228463	Both players must keep their hands revealed.
20248754	[INVALID_DATA]
20264508	Inflict 400 damage to your opponent for each monster they control.
20265095	[INVALID_DATA]
20277376	Once per turn: You can discard 1 card, then target 1 Dragon-Type monster in your Graveyard; add that target to your hand.
20277860	This warrior blindly swings a deadly blade with devastating force.
20281581	[INVALID_DATA]
20285786	Target 2 monsters in your GY; Special Summon both, but negate their effects (if any), and if you do, immediately after this effect resolves, Xyz Summon 1 LIGHT "Utopia" or "Utopic" Xyz Monster using only those 2 monsters.
20292186	You can Set this card from your hand to your Spell & Trap Zone as a Spell. During your opponent's turn, if this Set card in the Spell & Trap Zone is destroyed and sent to your GY: Special Summon it. If this card is Special Summoned during your opponent's turn: Your opponent cannot Special Summon monsters from the Extra Deck for the rest of this turn.
20315854	This beautiful Dragon spirit harbors hidden strength.
20318029	(Quick Effect): You can discard this card, then target 1 Thunder monster you control; it gains 500 ATK. If this card is banished, or sent from the field to the GY: You can add 1 "Thunder Dragonmatrix" from your Deck to your hand. You can only use 1 "Thunder Dragonmatrix" effect per turn, and only once that turn.
20343502	[INVALID_DATA]
20345391	During your Main Phase: You can Special Summon 1 monster "Fur Hire" from your hand, except "Seal, Strategist Fur Hire". If a monster "Fur Hire" is Special Summoned to your field while you control this monster (except during the Damage Step): You can target 1 monster "Fur Hire" in your GY; add it to your hand. You can only use each effect of "Seal, Strategist Fur Hire" once per turn.
20349913	If you control a "Galaxy" Xyz Monster: Discard 1 card; draw 2 cards, also if you activated this card, any damage your opponent takes for the rest of this turn is halved. You can only activate 1 "Galactic Charity" per turn.
20351153	When this card is Normal Summoned, if your opponent controls a monster and you control no other monsters: You can target 1 Set Spell/Trap Card on the field; destroy that target.
20358953	If this face-up card you control is destroyed by your opponent's card effect, you can Special Summon up to 2 Level 4 or lower WATER monsters from your Deck.
20366274	[INVALID_DATA]
20366275	[INVALID_DATA]
20368763	Once per turn, when a monster(s) you control is Tributed to activate a card or effect other than this card's: Special Summon 1 "Mecha Phantom Beast Token" (Machine-Type/WIND/Level 3/ATK 0/DEF 0). This card's Level is increased by the total Levels of all "Mecha Phantom Beast Tokens" you control. While you control a Token, this card cannot be destroyed by battle or card effects. Once per turn: You can Tribute 1 Token; Special Summon 1 "Mecha Phantom Beast" monster from your hand.
20368764	Special Summoned with the effect of "Mecha Phantom Beast" monsters and related cards.
20374351	[INVALID_DATA]
20374520	If a monster inflicts battle damage to a player: Return that monster to the hand.
20394040	This card gains 500 ATK for each "Swamp Battleguard" you control.
20403123	You can Special Summon this card (from your hand) by Tributing 1 "Performapal" monster, except a Pendulum Monster. Once per turn: You can discard 1 card, then target 1 face-up card on the field; destroy it.
20409757	[INVALID_DATA]
20419926	During each Battle Phase: You can banish 1 DARK Link Monster from your GY, then target 1 "Borrel" monster you control; until the end of this turn, it gains ATK equal to the ATK of the monster banished to activate this effect. You can only use this effect of "Execute Protocols" once per turn.
20426176	You can declare 1 Attribute, then target 1 face-up monster your opponent controls; it becomes that Attribute until the end of this turn (even if this card leaves the field), then you can take 1 "Plunder Patroll" monster from your GY, and either shuffle it into the Deck or Special Summon it. You can only use this effect of "Plunder Patroll Booty" once per turn. Once per turn, during the End Phase, if you control no "Plunder Patroll" monsters: Send this card to the GY.
20426907	If a monster is Normal or Flip Summoned, and it is a Level 4 or lower monster: Negate its effects until the end of this turn. If a monster(s) is Special Summoned, and it is a Level 5 or higher monster: Negate its effects until the end of this turn, also banish it when it leaves the field. If there is no "Qli" card on the field, except "Re-qliate", send this card to the Graveyard.
20436034	You can only equip this card to a monster on your side of the field. Decrease the ATK and DEF of a monster equipped with this card by 500 points. In addition, all the monsters on your opponent's side of the field can only attack the monster equipped with this card, if they attack.
20438745	[INVALID_DATA]
20447641	Special Summon this card as an Effect Monster (Machine-Type/EARTH/Level 4/ATK 1800/DEF 1000). (This card is NOT treated as a Trap Card.) During the turn this card was Summoned this way, "Qli" Spell/Trap Cards you control cannot be destroyed by card effects. If Summoned this way, this card can be treated as 3 Tributes for the Tribute Summon of an "Apoqliphort" monster.
20450925	(Quick Effect): You can discard this card; you take no effect damage this turn.
20457551	Equip only to a "Koa'ki Meiru" monster. During damage calculation only, monsters that battle with the equipped monster lose ATK equal to the equipped monster's Level x 100. If the equipped monster would be destroyed during the End Phase, you can send this card to the Graveyard instead.
20470500	After damage calculation, if this card battles an Effect Monster: Negate the effects of that monster (including in the Graveyard). You must control another face-up WATER monster to activate and to resolve this effect. If this card would be destroyed, you can destroy 1 face-up Level 3 or lower WATER monster you control instead.
20474741	When this card is Normal Summoned: You can Special Summon 1 Level 3 monster from your hand.
20501450	Target 1 face-up monster you control; it gains ATK equal to its current DEF, until the end of this turn. Other monsters you control cannot attack during the turn you activate this card.
20513882	Tribute 1 monster; add 1 monster with the same original Type, Attribute, and Level, but with a different original name, from your Deck or Graveyard to your hand.
20522190	When an opponent's monster declares an attack: Banish all Defense Position monsters your opponent controls.
20529766	[INVALID_DATA]
20537097	If 2 or more cards are in the same column, you can Special Summon this card (from your hand) in that column. You can only Special Summon "Mekk-Knight Blue Sky" once per turn this way. If this card is Normal or Special Summoned from the hand: You can add "Mekk-Knight" monsters with different names, except "Mekk-Knight Blue Sky", from your Deck to your hand, equal to the number of your opponent's cards in this card's column. You can only use this effect of "Mekk-Knight Blue Sky" once per turn.
20541432	This fiend brings out the worst in everyone.
20546916	This card gains 300 ATK for each Plant-Type monster you control. Control of this face-up card on the field cannot switch.
20563387	[INVALID_DATA]
20579538	[INVALID_DATA]
20584712	This card's name becomes "SPYRAL Super Agent" while it is on the field or in the GY. Once per turn: You can declare 1 type of card (Monster, Spell, or Trap) and target 1 card your opponent controls; reveal the top card of your opponent's Deck, and if you do, destroy the targeted card if the revealed card is the declared type.
20586572	If this card is destroyed by battle and sent to the Graveyard: Destroy the monster that destroyed it. Neither player takes any battle damage from attacks involving this attacking card.
20590515	Special Summon this card as a Normal Monster (Zombie/LIGHT/Level 5/ATK 500/DEF 1800) (this card is also still a Trap), then, if you control "Eldlich the Golden Lord", you can destroy 1 face-up card on the field. During the End Phase: You can banish this card from your GY; Set 1 "Eldlixir" Spell/Trap directly from your Deck. You can only use 1 "Conquistador of the Golden Land" effect per turn, and only once that turn.
20590784	When an opponent's Special Summoned monster declares a direct attack, if its ATK is greater than or equal to your LP: Negate the attack, and if you do, draw 1 card, then you can Special Summon 1 "Stardust" monster from your Extra Deck or Graveyard. You can only activate 1 "Stardust Re-Spark" per turn.
20612097	Special Summon 1 Zombie monster from your Deck or GY, but if you control no "Eldlich" monsters, you can only Special Summon "Eldlich" monsters with this effect. For the rest of this turn after this card resolves, you cannot Special Summon monsters, except Zombie monsters. You can banish this card from your GY; Set 1 "Golden Land" Spell/Trap directly from your Deck. You can only use 1 "Eldlixir of Scarlet Sanguine" effect per turn, and only once that turn.
20618081	If this card is sent to the GY: You can target 1 "Salamangreat" Spell/Trap in your GY; Set that target to your field. If this card is in your GY: You can target 1 "Salamangreat" monster you control, except "Salamangreat Falco"; return that monster to the hand, and if you do, Special Summon this card. You can only use 1 "Salamangreat Falco" effect per turn, and only once that turn.
20624263	A large peacock that launches its feathers in a lethal attack.
20630765	Once per turn, when another Monster Card's effect is activated while there is no Spellstone Counter on this card, place 1 Spellstone Counter on this card (max. 1). This card gains 300 DEF for each Spellstone Counter on it. Once per turn, you can remove 1 Spellstone Counter from your side of the field to select 1 card in your opponent's Graveyard, and remove that card from play.
20638610	Target 1 Dragon monster you control; banish that target, and if you do, Special Summon 1 Dragon monster from your hand or GY.
20644748	You can only activate this card if both you and your opponent each have 5 or less cards on the field. The maximum number of cards that each player can have on the field is 5.
20654247	You can Ritual Summon this card with "Chaos Form". Must be Ritual Summoned. Your opponent cannot target this card with card effects, also it cannot be destroyed by your opponent's card effects. If this card was Ritual Summoned using "Blue-Eyes White Dragon", when it declares an attack: You can change the battle positions of as many monsters your opponent controls as possible, and if you do, the ATK/DEF of those changed monsters become 0, also, this turn, if this card attacks a Defense Position monster, inflict piercing battle damage.
20663556	You can Tribute 1 monster to Special Summon 1 "Frog" monster from your Deck, except "Frog the Jam". "Frog" monsters, except "Frog the Jam", cannot be destroyed by battle.
20665527	[INVALID_DATA]
20686759	Equip only to a "Morphtronic" monster. If the equipped monster is destroyed, inflict damage to each player equal to its original ATK.
20700531	This card cannot be destroyed by battle with a monster with 1900 or more ATK.
20720928	Each turn, 1 Level 5 or higher "Metaphys" monster you Normal Summon can be Summoned without Tributing, but banish it during the End Phase of the next turn. Your opponent cannot activate cards or effects in response to your "Metaphys" monsters' effect activations.
20721759	When exactly 1 monster you control is destroyed and sent to the Graveyard by an opponent's card effect: Target 1 monster your opponent controls; send that target to the Graveyard, and if you do, inflict damage to your opponent equal to its original ATK in the Graveyard.
20721928	An Elemental HERO and a warrior of light who proficiently wields many kinds of armaments. His Static Shockwave cuts off the path of villainy.
20721929	An Elemental HERO and a warrior of light who proficiently wields many kinds of armaments. His Static Shockwave cuts off the path of villainy.
20727787	Destroy all Equip Cards on the field.
20735371	During damage calculation, if your monster is attacked: Your battling monster cannot be destroyed by that battle, also if you take battle damage from that battle, your opponent takes effect damage equal to double that amount. You can only apply this effect of "Bye Bye Damage" once per turn.
20745268	If you control a "Magical Musket" monster: Target 1 face-up card on the field; destroy it. You can only activate 1 "Magical Musket - Desperado" per turn.
20747792	If this card is Normal Summoned: You can add 1 "Magician Girl" monster from your Deck to your hand. Once per turn, during either player's turn, when your opponent activates a card or effect that targets this card, or targets this card for an attack: You can change this card's battle position, and if you do, Special Summon 1 "Magician Girl" monster from your Deck, except "Berry Magician Girl".
20758643	[INVALID_DATA]
20765952	Select 1 face-up Spell Card on the field. The controller of the Spell Card takes 500 points of damage during each of your Standby Phases. When the selected card is removed from the field, destroy this card.
20773176	[INVALID_DATA]
20781762	Send 1 Rock monster from your Deck to the GY; inflict 500 damage to your opponent.
20785975	[INVALID_DATA]
20788863	You can discard 1 "Salamangreat" monster; send 1 "Salamangreat" monster from your Deck to the GY, then draw 1 card. If you control a "Salamangreat" Link Monster that was Link Summoned using a monster with its same name as material: You can discard 1 "Salamangreat" monster; draw 2 cards. You can only use 1 "Salamangreat Gift" effect per turn, and only once that turn.
20797524	When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 "Bicular" from your hand or Deck.
20802187	Once per turn: You can target 1 Xyz Monster you control; attach 1 face-up Level 4 LIGHT monster you control to that target as an Xyz Material. When this card is sent from the field to the Graveyard: Target 2 Level 4 LIGHT Thunder-Type monsters with the same name in your Graveyard; add those targets to your hand.
20822520	If you have 5 or more "Spellbook" Spell Cards in your Graveyard: Excavate the top 2 cards of your Deck, add any excavated "Spellbook" Spell Cards to your hand, also shuffle the other cards into the Deck. You can only activate 1 "Spellbook Library of the Heliosphere" per turn. You cannot activate any Spell Cards the turn you activate this card, except "Spellbook" Spell Cards.
20831168	A beast soldier derived from dragons, it is small for a Dragon-Type. Moving very quickly, this monster is an excellent strategist.
20838380	When a Fish, Sea Serpent, or Aqua-Type monster is Normal or Special Summoned to your side of the field: You can Special Summon this card from your hand. This card cannot be used as a Synchro Material Monster.
20848593	A very aggressive mermaid that attacks enemies with the spikes growing from its body.
20849090	Cannot be targeted by an opponent's card effects. During your Standby Phase: Gain 1000 LP. If this card is destroyed by battle or card effect and sent to the Graveyard: You can banish this card from your Graveyard; Special Summon 1 Level 6 or lower "Kozmo" monster from your Deck.
20855340	If this card you control is destroyed and sent to your Graveyard: You can Special Summon 1 "Evolsaur" monster from your hand.
20858318	You can only activate this card when there are "Don Zaloog", "Dark Scorpion - Cliff the Trap Remover", "Dark Scorpion - Chick the Yellow", "Dark Scorpion - Gorg the Strong", and "Dark Scorpion - Meanae the Thorn" face-up on your side of the field. During this turn, any of these 5 cards can attack your opponent's Life Points directly. In that case, the Battle Damage inflicted to your opponent by each of those cards becomes 400 points.
20862918	Banish 2 monsters from your hand and/or face-up field with the same original Type and Attribute, but different names; add 1 monster with the same original Type and Attribute as those monsters, but a different name, from your Deck to your hand. You can only activate 1 "Cross Breed" per turn.
20871001	Gain 400 Life Points.
20920083	While you control 2 or more face-up Defense Position monsters, your opponent cannot target Defense Position monsters you control with card effects, and they cannot be destroyed by your opponent's card effects. If this card would be destroyed by card effect, you can destroy 1 card in your Spell & Trap Zone instead.
20932152	You can Special Summon this card (from your hand) by sending 1 monster from your hand to the GY. For a Synchro Summon, you can substitute this card for any 1 "Synchron" Tuner. Cannot be used as a Synchro Material, except for the Synchro Summon of a monster that lists a "Synchron" Tuner as material.
20939559	If all monsters your opponent controls are in Defense Position, this card can attack your opponent directly.
20951752	After 1 of your Counter Trap Cards has been activated and has resolved, you can Tribute all monsters you control to Special Summon this card. If this card is Special Summoned in this way, you can destroy cards your opponent controls up to the number of Fairy-Type monsters you Tributed.
20960340	When an opponent's monster declares a direct attack, if its ATK is greater than or equal to your LP: Special Summon this card in Attack Position as an Effect Monster (Warrior-Type/LIGHT/Level 4/ATK ?/DEF 0) that has ATK equal to your LP, then change the attack target to this card. (This card is also still a Trap Card.) If this card Summoned this way is destroyed by battle, after damage calculation: Inflict damage to your opponent equal to its ATK.
20985997	Destroy 1 face-up monster with an A-Counter(s), and then inflict 1000 damage to each player.
21007444	Target 2 "Six Samurai" monsters in your GY; Special Summon those targets in Attack Position. During the End Phase of this turn, destroy them, and if you do, take damage equal to those destroyed monsters' ATK.
21015833	This card can make a second attack during each Battle Phase.
21044178	[INVALID_DATA]
21051146	Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. You can remove any number of Spell Counters from this card, then target 1 face-up monster on the field with ATK less than or equal to the number of counters you removed x 700; destroy that target.
21051977	During your Main Phase: You can send 1 "Pinecono" from your hand to the Graveyard, and Special Summon this card from the hand.
21065189	[INVALID_DATA]
21070956	Select 1 monster on your side of the field and send it to the Graveyard. Increase your Life Points by an amount equal to the original ATK of the monster.
21074344	When your opponent activates a Spell Card (Quick Effect): You can send this card and 1 other Fairy monster from your hand to the GY; negate the activation, and if you do, destroy it.
21076084	Banish your opponent's entire hand, and if you do, they draw the same number of cards. You can banish this card from your GY, then target 1 "Trickstar" monster in your GY; Special Summon it.
21082832	This card can be used to Ritual Summon any "Chaos" or "Black Luster Soldier" Ritual Monster. You must also Tribute monsters from your hand or field and/or banish "Blue-Eyes White Dragon" or "Dark Magician" from your GY, whose total Levels exactly equal the Level of the "Chaos" or "Black Luster Soldier" Ritual Monster you Ritual Summon.
21088856	If this card is Normal Summoned: Look at 1 random card in your opponent's Extra Deck, and if it has 2000 or more ATK, this card gains 1000 ATK. If it has less than 2000 ATK, you gain LP equal to that monster's ATK.
21105106	You can Ritual Summon this card with any "Nekroz" Ritual Spell Card. Must be Ritual Summoned from your hand by using 3 monsters you control with different Types, and cannot be Special Summoned by other ways. During either player's Main Phase 1: You can discard this card and 1 "Nekroz" Spell Card; your opponent cannot Special Summon monsters from the Extra Deck during this phase. When this card is Ritual Summoned: You can banish all other cards on the field and in the Graveyards. You cannot Normal Summon/Set or Special Summon other monsters the turn you activate this effect.
21113684	[INVALID_DATA]
21123811	[INVALID_DATA]
21140872	[INVALID_DATA]
21142671	If a Level 8 or higher Dragon-Type Synchro Monster is on the field, you can Special Summon this card (from your hand). You can only Special Summon "Red Nova" once per turn this way. If this card is sent to the Graveyard for a Synchro Summon that uses 2 or more Tuner monsters as Materials: You can Special Summon 1 FIRE Fiend-Type monster from your Deck in Defense Position.
21143940	Target 1 "HERO" monster you control; send it to the GY, also, after that, if it left the field by this effect, Special Summon 1 "Masked HERO" monster from your Extra Deck with the same Attribute that the sent monster had when it was on the field (its original Attribute, if face-down).
21155323	[INVALID_DATA]
21159309	Cannot be used as a Synchro Material, except for the Synchro Summon of a "Majestic" monster.
21175632	"The Forgiving Maiden" + "Darklord Marie"
21179143	Remove from play 1 "Reptilianne" monster from your Graveyard. Special Summon 2 "Reptilianne Tokens" (Reptile-Type/EARTH/Level 1/ATK 0/DEF 0) to your side of the field.
21179144	Special Summoned with the effect of "Reptilianne Spawn".
21187631	[INVALID_DATA]
21200905	[INVALID_DATA]
21208154	This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. Your opponent cannot activate Spell or Trap Cards until the end of their 2nd turn after this card is Normal Summoned. The ATK and DEF of this card are each 100 points higher than the highest ATK on the field (except "The Wicked Avatar").
21219755	Destroy 1 face-up monster on your side of the field to inflict 1000 points of damage to both players' Life Points.
21223277	[INVALID_DATA]
21237481	Discard 1 Spell Card from your hand to inflict 500 points of damage to your opponent's Life Points.
21239280	A mouse that has returned as a zombie to seek revenge on cats.
21249921	[INVALID_DATA]
21250202	[INVALID_DATA]
21251800	I am the ruler of all creation sitting atop the supreme throne... let there be light!
21254443	Banish 1 "World Legacy" monster from your hand or face-up from your field, then target 2 monsters in your GY; Special Summon them, but they cannot attack this turn.
21263083	With skin tinged a bluish-white, this strange creature is a fearsome sight to behold.
21296383	You can remove from play this card, and 1 face-up monster you control, to select 1 Synchro Monster in your Graveyard with a Level less than or equal to the combined original Levels of the other 2 monsters. Special Summon that Synchro Monster.
21296502	[INVALID_DATA]
21297224	Offer 2 monsters on your side of the field as a Tribute to increase your Life Points by 1000 points.
21313376	[INVALID_DATA]
21323861	Destroy all face-up Machine-Type monsters on the field.
21340051	This card can only be summoned by a Flip Summon. If summoned by a Normal Summon, the card is destroyed. If your opponent has 1 or more monsters under his/her control, the ATK of this card is decreased by 1000 points.
21347810	This monster may attack your opponent's Life Points directly.
21350571	Target 1 Beast or Beast-Warrior monster you control; equip this card to that target. It gains 800 ATK. If the equipped monster destroys your opponent's monster by battle and sends it to the GY: Draw 1 card.
21362970	Once per turn, you can discard 1 card to Special Summon 1 "Moja" from your Deck.
21364070	[INVALID_DATA]
21377582	To Tribute Summon this card face-up, you can Tribute Continuous Spell/Trap Card(s) you control, as well as monsters. Unaffected by the effects of cards with the same card type (Monster, Spell, and/or Trap) as the original card type of the cards Tributed for its Tribute Summon. Once per turn, during either player's turn, if you control this Tribute Summoned monster: You can banish 1 Continuous Spell/Trap Card from your Graveyard, then target 1 other card on the field; destroy it.
21390858	You can Special Summon this card (from your hand or Deck) by sending 1 face-up "Dharc the Dark Charmer" you control and 1 face-up DARK monster you control to the Graveyard. When you do: You can add 1 Level 3 or 4 LIGHT Spellcaster-Type monster from your Deck to your hand. If this card was Special Summoned by this effect and attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.
21414674	If you control a "Magic Hand", "Fire Hand", or "Ice Hand", you can Special Summon this card (from your hand).
21417692	This card requires a cost of 1000 of your own Life Points to attack.
21420702	Activate only by sending 1 face-up "Blaze Accelerator" on your side of the field to the Graveyard. You can send 1 Pyro-Type monster from your hand to the Graveyard to destroy 1 monster your opponent controls and inflict 500 damage to your opponent, but you cannot declare an attack during this turn if you do.
21435914	[INVALID_DATA]
21441617	You can banish this card from your GY, then target 1 "Orcust" monster in your GY, except "Orcust Cymbal Skeleton"; Special Summon it, also you cannot Special Summon monsters for the rest of this turn, except DARK monsters. You can only use this effect of "Orcust Cymbal Skeleton" once per turn.
21452275	If this card is flipped face-up, this card cannot be destroyed by battle while it is face-up on the field. If this card is flipped face-up, during each player's End Phase: You gain 500 LP.
21454943	When a Psychic-Type monster you control battles, during the Damage Step you can pay Life Points in multiples of 100 (max. 500) to have the monster it's battling lose that much ATK and DEF, until the End Phase.
21466326	You can only activate this card if there are 30 or more cards in your Graveyard. Inflict 3000 points of damage to your opponent's Life Points.
21481146	When an opponent's monster declares an attack while they control 3 or more Attack Position monsters: Destroy all Attack Position monsters your opponent controls.
21488686	Gain 1000 Life Points for each face-up Psychic-Type monster you control.
21495657	[INVALID_DATA]
21496848	You can Ritual Summon this card with any "Gishki" Ritual Spell Card. Once per turn: You can declare 1 card type (Monster, Spell, or Trap); your opponent can discard 1 card to negate this card's effect, otherwise both players send 1 card of the declared type from their Main Deck to the Graveyard.
21501505	[INVALID_DATA]
21502796	[INVALID_DATA]
21507589	Discard 1 card to target 2 of your banished Fish, Sea Serpent, or Aqua-Type monsters; add them to your hand.
21516908	[INVALID_DATA]
21521304	[INVALID_DATA]
21522601	During damage calculation, if your Spellcaster monster battles an opponent's monster (Quick Effect): You can reveal any number of Spells with different names in your hand, and if you do, your battling monster gains 1000 ATK/DEF for each card revealed, until the end of this turn. (Quick Effect): You can discard 1 Spell; negate the effects of all face-up monsters your opponent currently controls, until the end of this turn. You can only use each effect of "Witchcrafter Madame Verre" once per turn.
21524779	Once per turn: You can Normal Summon 1 Level 4 LIGHT Thunder-Type monster from your hand, except "Mahunder", as an additional Normal Summon.
21558682	When an opponent's monster declares an attack on a monster you control: You can target 1 "Revival Jam" you control; switch the attack target to that target.
21565445	You can send 1 "Atlantean" monster from your Deck to the Graveyard, except "Neptabyss, the Atlantean Prince"; add 1 "Atlantean" card from your Deck to your hand, except "Neptabyss, the Atlantean Prince". If this card is sent to the Graveyard to activate a WATER monster's effect: Target 1 "Atlantean" monster in your Graveyard, except "Neptabyss, the Atlantean Prince"; Special Summon it. You can only use each effect of "Neptabyss, the Atlantean Prince" once per turn.
21593977	During the turn this card was sent to the Graveyard, you can activate Trap Cards from your hand.
