id	name
511009195	Lyrilusc - Bird Song
511009196	Lyrilusc - Bird Strike
511009198	Galaxy-Eyes Nova
511009200	Fool Clown
511009202	Search Shock
511009203	Lightning Saber
511009204	Last Groan
511009206	Infernity Queen
511009208	Courageous Heart
511009209	Robocircus
511009210	Labyrinth of Decisions
511009212	Spell Search
511009213	Battle at Sea
511009214	Metal Reflect Slime (Anime)
511009215	Slime Token
511009300	Gladiator Beast Andabata (Anime)
511009301	Gladiator Beast's Valor
511009302	Gladiator Beast's Medallion
511009303	Metal Baboon, Ruffian of the Forest
511009304	Gladiator Beast Tamer Editor (Anime)
511009305	Double Resonator (Anime)
511009306	Gladiator Beast's Medusa Shield
511009307	Ancient Gear Howitzer (Anime)
511009308	White Salvation (Manga)
511009309	White Line
511009310	Synchro Zone
511009311	Cyber Tutubon (Anime)
511009312	Unfinished Ancient Gear
511009313	Chaos King Archfiend (Anime)
511009314	Wire Mesh - Chain Deathmatch
511009315	Thorn Growth
511009316	Smile Potion
511009317	Raidraptor - Iron Heart
511009318	Performapal Pendulum Art and Clean
511009319	Raidraptor - Evasion
511009320	Paper Doll
511009321	The Phantom Knights of Cursed Javelin (Anime)
511009322	Lyrilusc - Turquoise Warbler (Anime)
511009323	The Phantom Knights of Lost Vambrace (Anime)
511009324	Parasite Factory
511009325	The Phantom Knights' Twin Medals
511009326	Parasite Discharge
511009327	The Phantom Knights' Rank-Up-Magic Burial
511009328	The Phantom Knights' Round Blaze
511009329	Fairy Rail
511009330	Gathering Light
511009331	Little-Winguard (Anime)
511009332	Album of Memories
511009333	Ancient Gear Inspection
511009334	Odd-Eyes Accel
511009335	Penumbral Keeper
511009336	Luminous Keeper
511009337	Keeper Shield Token
511009338	Parasite Spell
511009339	Power Parasite
511009340	Odd-Eyes Raging Dragon (Anime)
511009341	Parasitic Maneuver
511009342	The Phantom Knights of Wrong Magnetring (Anime)
511009343	The Phantom Knights' Possession
511009344	Parasite Queen
511009345	Parasite Reborn
511009347	Parasite Generator
511009349	Raidraptor - Blade Burner Falcon (Anime)
511009350	Predaplant Chimera Rafflesia (Anime)
511009351	Performapal Handsamuraiger (Manga)
511009353	Speedroid Passinglider (Manga)
511009355	Speedraw
511009357	Shadow Stepper
511009361	Raidraptor - Silent Roar
511009362	Dark Contract with the Monopoly Seal
511009363	Spirit Reactor
511009364	Performapal U Go Golem (Anime)
511009365	D/D Ghost (Anime)
511009366	Spirit Tech Force - Pendulum Governor
511009367	Spirit Gem - Salamander Core
511009368	Performapal Gatlinghoul (Anime)
511009369	Timebreaker Magician (Anime)
511009372	Master Spirit Tech Force - Pendulum Ruler
511009373	Deceitful Dark Contract with the War Deity
511009374	Restraining Sword of Impact
511009375	Miraculous Hats
511009376	Destiny HERO - Dusktopia (Anime)
511009377	D - Drag Hammer
511009378	Cipher Biplane
511009380	Speedroid Maliciousmagnet (Anime)
511009381	Greedy Venom Fusion Dragon (Anime)
511009382	C/C/C Sonic Halberd of Battle
511009383	D/D Brownie
511009384	Speedroid Rubberband Plane (Anime)
511009385	Speedroid Skull Marbles (Anime)
511009386	Pendulum Halt (Anime)
511009387	Dark Anthelion Dragon (Manga)
511009388	D/D Scale Surveyor
511009389	Dowsing Fusion (Manga)
511009390	C/C/C Rock Sword of Battle
511009391	C/C/C Water Sword of Battle
511009392	D/D/D Knowledge King Tomb Conquistador
511009393	Performapal Sky Magician (Anime)
511009396	Dark Seed Planter
511009397	Clairvoyance
511009399	00 Rush
511009402	Performapal Sky Pupil (Anime)
511009403	Performapal Sky Ring
511009404	Sky Illusion
511009405	Predaplant Cephalotusnail
511009406	Predaplant Cordyceps (Anime)
511009407	Predaplant Lilizard
511009410	Ivy Bind Castle
511009411	Rapid Seed Fire
511009412	Magician's Restage (Anime)
511009413	Performapal Coin Dragon (Anime)
511009414	Performapal Dropgallop
511009415	Starving Venemy Dragon
511009416	Junk Warrior (Anime)
511009417	Dark Contract with Summoning Surplus
511009418	Pure Ray
511009421	Dragonvine
511009424	Predaplant Ophrys Scorpio (Anime)
511009425	Predaplant Darlingtonia Cobra (Anime)
511009427	G Golem Rock Hammer
511009428	G Golem Token
511009429	G Golem Invalid Dolmen
511009436	Constructive Destruction
511009437	Infinite Seal
511009438	Ridiculing World
511009439	Predaplant Reborn
511009441	Supreme King Z-ARC (Anime)
511009442	Supreme King Dragon Darkwurm (Anime)
511009443	Supreme King Gate Zero (Anime)
511009444	Supreme King Gate Infinity (Anime)
511009445	Frightfur Parade
511009446	D-Soul Burst
511009447	D-Hyper Nova
511009462	Raidraptor - Stranger Falcon (Anime)
511009469	Red Vanish
511009480	Galaxy Eyes Full Armor Photon Dragon (Manga)
511009503	Judgment Arrows
511009508	Supreme King Dragon Dark Rebellion (Anime)
511009509	Rank-Up-Magic Devotion Force
511009510	Rank-Up-Magic Limit Over Force
511009513	Net Resonator
511009514	Brutal Red
511009515	Red Gargoyle
511009517	Supreme King Dragon Clear Wing (Anime)
511009518	Supreme Presence
511009519	Superheavy Samurai Warchief Heavystrong
511009522	Supreme King Dragon Odd-Eyes (Anime)
511009523	Supreme Disdain
511009524	Spirit Collapse
511009526	Black Feather Illusion
511009527	Smile Universe (Anime)
511009528	Supreme King Dragon Starving Venom (Anime)
511009530	D/D/D Flame High King Genghis (Anime)
511009531	D/D/D Gust High King Alexander (Anime)
511009533	En Flowers
511009534	En Moon
511009535	En Winds
511009536	En Birds
511009537	Supreme Rage (Anime)
511009538	D/D Savant Schrödinger
511009539	D/D Savant Dirac
511009540	D/D Vice Typhon (Anime)
511009541	Life Transformation
511009542	Abyss Script - Abyss Entertainment (Anime)
511009543	Twilight Ninja Jogen (Anime)
511009544	Twilight Ninja Kagen (Anime)
511009545	Abyss Actor - Curtain Raiser (Anime)
511009546	Thorn Fangs of Violet Poison
511009549	Abyss Script - Heavenly Evil Spirit
511009553	Superheavy Samurai Steam Train King (Anime)
511009555	Rank-Up-Magic Battle Up Force
511009557	Gaia The Fierce Knight (Anime)
511009558	Berfomet (Anime)
511009559	Rank-Up-Magic Magical Force
511009560	Performage Trapeze High Magician
511009561	Ancient Gear Mask
511009562	Hope Stairs
511009563	Challenge Stairs
511009564	Gadget Soldier (Anime)
511009565	Performage Reversal Dancer
511009567	Raidraptor - Final Fortress Falcon (Anime)
511009569	Raidraptor - Rudder Strix (Anime)
511009572	Performapal Odd-Eyes Minitaurus (Anime)
511009574	Red Reborn
511009580	Performapal Odd-Eyes Seer
511009582	Pendulum Card Burst
511009583	White Stingray (Manga)
511009587	Odd-Eyes Venom Dragon (Anime)
511009588	Odd-Eyes Wing Dragon (Anime)
511009593	D/D/D Super Doom King Purple Armageddon (Anime)
511009601	Tentacluster Darkwhip
511009602	Tentacluster Drillworm
511009603	Tentacluster Blastsucker
511009605	Gouki Poison Mist
511009606	Gouki Dark Mask
511009607	Gouki Serpent Splash
511009609	Trickstar Vision
511009610	Trickstar Temptation
511009611	Trickstar Scatter
511009612	Trickstar Cascade
511009613	Abyss Invitation
511009614	Helixx Marmotroll
511009615	Helixx Dreadrat
511009616	Helixx Gothiclone
511009617	Helixx Necro Darwin
511009618	Graveyard Incubation
511009619	Regeneration Cure
511009620	Helixx Token
511009621	Alert Lancer
511009625	Lemoine Point
511009627	Trickstar Nightshade (Anime)
511009628	Trickstar Mandrake (Anime)
511009631	Speedroid Hexasaucer
511009632	Speedroid Marble Machine
511009634	White Arbitration
511009635	White Aura Whale (Anime)
511009641	Mirror Imagine Magnifier 4
511009642	Mirror Imagine Ray 5
511009643	Mirror Imagine Primary 6
511009644	Mirror Imagine Catadioptricker 7
511009645	Mirror Imagine Prism Coat 8
511009646	Mirror Imagine Secondary 9
511009650	Devil Mirage
511009651	Trickstar Bella Madonna (Anime)
511009652	Dark Mummy Surgical Forceps
511009653	Dark Mummy Probe
511009654	Monster Restitch
511009655	Dark Mummy Token
511009656	Dark Mummy Infuser
511009657	Root Ransom Virus
511009658	Motor Worm Spreader Queen
511009659	Motor Worm Token
511009660	Wormhole Defense
511009661	Motor Worm Bait
511009662	Motor Worm Gate
511009663	Worm Revival
511009665	Sunvine Maiden
511009666	Sunavalon Dryas
511009667	Sunavalon Dryades
511009668	Sunavalon Dryanome
511009669	Sunvine Thrasher
511009670	Sunvine Gardna
511009671	Sunvine Healer
511009672	Sunvine Shrine
511009673	Sunvine Burial
511009675	Sunavalon Glorious Growth
511009676	Sunvine Token
511009677	Sunavalon Force
511009678	Sunavalon Daphne
511009679	Sunseed Genius Loci
511009680	Sunavalon Dryatrentiay
511009682	Sunavalon Cursed Reborn
511009683	Gouki Ringtrainer (Anime)
511009684	Gouki Moonsault (Anime)
511009685	Gouki Heel Ogre (Anime)
511009686	Gouki Roar
511009687	Mirror World Break
511009691	Gouki Grit
511009693	Astral Magician
511009694	Astral Golem
511009695	Astral Knight
511009696	Ritual Refinement
511009697	Performapal Mer☆Maid
511009700	Sunavalon Bloom
511009701	Transaction Rollback
511009704	Miniborrel Dragon (Anime)
511009705	Borrelsword Dragon (Anime)
511009706	Borrelguard Dragon (Anime)
511009708	Hydradrive Booster
511009709	Hydradrive Generator
511009710	Hydradrive Token
511009711	Flow Hydradrive
511009712	Property Spray
511009713	Burn Hydradrive
511009714	Coolant Hydradrive
511009715	Hydradrive Accelerator
511009716	Twin Hydradrive Knight
511009717	Trident Hydradrive Lord
511009724	Dinomuscle
511009726	Link Fire's Return
511009727	Missile Knight
511009729	Trap Disposal
511009731	Dual-Colored Eyes
511009735	Topologic Gumblar Dragon (Anime)
511009736	Spin-Headed Behemoth
511009737	Drop Draco
511009738	Link Recovery
511009740	Drone Cordon
511009741	Drone Pawn
511009742	Battledrone Sergeant
511009743	Medicdrone Dock
511009744	Battledrone General
511009745	Capture Drone
511009746	Drone Token
511009747	Drone Launcher Unit
511009748	Demolition Drone
511009749	Assemble Drone
511009916	Salamangreat Falco (Anime)
511009917	Salamangreat Foxy (Anime)
511009918	Salamangreat Meer (Anime)
511009919	Salamangreat Sanctuary (Anime)
511009920	D-Scale Piercing Saury
511009921	D-Scale Saber Sardine
511009923	D-Scale Chaff
511009926	D-Scale Token
511009927	Energy of Fire
511009928	Stormriderflagship Bahamut Bomber Custom
511009930	Stormridership Stolastorm
511009935	Stormrider Tubieloof
511009938	Sunvine Cross Breed
511009939	Salamangreat Sparks
511009940	Salamangreat Token
511009950	Fire Ant Ascator (Anime)
511009951	Wind Pegasus @Ignister (Anime)
511009952	Altergeist Pookuery (Anime)
511009953	Camouflage Drone
511009954	Linguriboh (Anime)
511009955	Altergeist Memorygant (Anime)
511009957	Gouki Diver
511009958	Gouki Double Impact
511010007	Number 7: Lucky Straight (Anime)
511010009	Number 9: Dyson Sphere (Anime)
511010010	Number 10: Illumiknight (Anime)
511010011	Number 11: Big Eye (Anime)
511010012	Number 12: Crimson Shadow Armor Ninja (Anime)
511010020	Number 20: Giga-Brilliant (Anime)
511010021	Number 21: Frozen Lady Justice (Anime)
511010025	Number 25: Force Focus (Anime)
511010030	Number 30: Acid Golem of Destruction (Anime)
511010032	Number 32: Shark Drake (Anime)
511010034	Number 34: Terror-Byte (Anime)
511010035	Number 35: Ravenous Tarantula (Anime)
511010039	Number 39: Utopia Roots (Anime)
511010047	Number 47: Nightmare Shark (Anime)
511010053	Number 53: Heart-eartH (Anime)
511010056	Number 56: Gold Rat (Anime)
511010062	Number 62: Galaxy-Eyes Prime Photon Dragon (Anime)
511010064	Number 64: Ronin Raccoon Sandayu (Anime)
511010065	Number 65: Djinn Buster (Anime)
511010083	Number 83: Galaxy Queen (Anime)
511010096	Number 96: Dark Mist (Anime)
511010103	Number 103: Ragnazero (Anime)
511010104	Number 104: Masquerade (Anime)
511010105	Number 105: Battlin' Boxer Star Cestus (Anime)
511010107	Number 107: Galaxy-Eyes Tachyon Dragon (Anime)
511010132	Number C32: Shark Drake Veiss (Anime)
511010139	Number C39: Utopia Ray (Anime)
511010165	Number C65: King Overfiend (Anime)
511010173	Number C73: Abyss Supra Splash (Anime)
511010192	Number C92: Heart-eartH Chaos Dragon (Anime)
511010196	Number C96: Dark Storm (Anime)
511010205	Number C5: Chaos Chimera Dragon (Anime)
511010207	Number C107: Neo Galaxy-Eyes Tachyon Dragon (Anime)
511010238	Number C39: Utopia Ray V (Anime)
511010239	Number C39: Utopia Ray Victory (Anime)
511010500	Acrobatic Magician (Anime)
511010501	Cipher Twin Raptor (Anime)
511010502	Cipher Wing (Anime)
511010503	Predaplant Squid Drosera (Anime)
511010504	Galaxy-Eyes Cipher Dragon (Anime)
511010505	Rank-Up-Magic Raid Force (Anime)
511010506	Performapal Life Swordsman (Anime)
511010507	Astrograph Sorcerer (Anime)
511010508	Brave-Eyes Pendulum Dragon (Anime)
511010511	Infernity Mirage (Anime)
511010513	Rank-Down-Magic Numeron Fall (Anime)
511010514	D/D/D Super Doom King Bright Armageddon (Anime)
511010515	D/D/D Super Doom King Dark Armageddon (Anime)
511010519	Blaze Fenix, the Burning Bombardment Bird (Anime)
511010525	Overload Fusion (Anime)
511010530	Crimson Fire (Anime)
511010531	Justice Bringer (Anime)
511010532	Silver Wing (Anime)
511010533	Mystic Piper (Anime)
511010534	Gravity Warrior (Manga)
511010535	Remote Revenge (Anime)
511010536	Mach Synchron (Anime)
511010537	Variety Comes Out (Anime)
511010700	The Dark Door (Manga)
511010701	Different Dimension Dragon (Anime)
511010702	Powerful Rebirth (Anime)
511010703	Infernity Beetle (Anime)
511010704	Release, Reverse, Burst (Anime)
511011000	Scab Blast
511011001	Victim Barrier
511011002	Crest Burn
511011003	Chewbone (Anime)
511011004	Tour of Doom (Anime)
511011005	Trick Barrier
511012000	Odd-Eyes Dragon (Anime)
511012001	Odd-Eyes Pendulum Dragon (Anime)
511013000	Red Gardna (Anime)
511013001	Mad Archfiend (Anime)
511013002	Trap Eater (Anime)
511013003	Gagaga Magician (Anime)
511013004	Extra Veiler (Anime)
511013005	Exploder Dragonwing (Anime)
511013006	Invalidate
511013007	King Scarlet (Anime)
511013008	Doggy Diver (Anime)
511013009	Meteor Flare  (Anime)
511013010	Crane Crane (Anime)
511013011	Magnum Shield (Anime)
511013014	Magicians' Defense (Anime)
511013015	Photon Veil (Anime)
511013016	Release Restraint Wave (Anime)
511013017	Shining Silver Force (Anime)
511013018	Level Eater (Anime)
511013020	Five-Headed Dragon (Anime)
511013021	Blue-Eyes Chaos MAX Dragon (Anime)
511013022	Krystal Dragon (Anime)
511013023	Dark Bribe (Anime)
511013024	Trap Jammer (Anime)
511013025	Earthbound Wave (Anime)
511013026	Blue-Eyes Alternative White Dragon (Anime)
511013027	Gagaga Caesar (Anime)
511013028	Gogogo Giant (Anime)
511013029	Blackwing - Hurricane the Tornado (Anime)
511013031	Bacon Saver (Anime)
511013032	Galaxy Knight (Anime)
511013033	Destiny HERO - Decider (Anime)
511013035	Destiny HERO - Dynatag (Anime)
511014000	Black Garden (Anime)
511014001	Dark Tinker (Anime)
511015100	Odd-Eyes Lancer Dragon (Anime)
511015101	D/D/D Fusion
511015103	D/D/D Xyz
511015104	Odd-Eyes Fusiongate
511015105	Odd-Eyes Synchrogate
511015106	Odd-Eyes Xyzgate
511015107	D/D/D Synchro
511015108	Superheavy Samurai Helper (Anime)
511015109	Cipher Deterrent
511015110	Battleguard Rage (Anime)
511015111	Constellar Tempest (Anime)
511015112	Performapal Odd-Eyes Dissolver (Anime)
511015113	Montage Fusion
511015114	Gagaga Head (Manga)
511015115	Commander Covington (Anime)
511015116	Machina Force (Anime)
511015117	Armoroid (Anime)
511015118	Number 48: Shadow Lich (Anime)
511015119	Junk Meister
511015120	Junk Anchor (Anime)
511015121	Stronghold the Moving Fortress (Anime)
511015122	Phantom Effect
511015123	Phantom Token
511015124	Seven Swords Warrior (Anime)
511015125	Trick Buster (Manga)
511015126	Pendulum Transfer (Manga)
511015127	Helpoemer (Manga)
511015128	Elemental HERO Neo Bubbleman (Anime)
511015129	Number 72: Shogi Rook (Anime)
511015130	Line Promotion
511015131	Doll House
511015132	Number 13: Embodiment of Crime (Anime)
511015133	Number 31: Embodiment of Punishment (Anime)
511015134	Rank-Up-Magic Admiration of the Thousands (Anime)
511016000	Arcana Force VII - The Chariot (Anime)
511016001	Reversal of Fate (Anime)
511016002	Arcana Force 0 - The Fool (Anime)
511016003	Magical Stone Excavation (Anime)
511016004	Battlin' Boxer Headgeared (Anime)
511016005	Ultra Polymerization (Anime)
511016006	Neo Blue-Eyes Ultimate Dragon (Anime)
511016007	Burning Sonic
511016008	Attack Reversal
511016009	Raidraptor - Risky Flight
511017001	Speedroid Terrortop (Anime)
511017002	Vision HERO Trinity (Anime)
511018000	Winged Kuriboh LV9 (Anime)
511018001	Clear Kuriboh (Anime)
511018002	Junkuriboh (Anime)
511018003	Magic Barrier
511018004	Multiplication of Ants (Anime)
511018006	Red Armor
511018007	Predaplant Drosophyllum Hydra (Anime)
511018008	Duel
511018009	Gagaga Child (Anime)
511018010	Gagaga Girl (Anime)
511018011	Dark Contract with Underworld Insurance
511018012	Dark Contract with the Gate (Anime)
511018013	Performapal Pinch Helper (Anime)
511018014	Sunlight Unicorn (Anime)
511018015	Reinforce Truth (Anime)
511018016	Amphibian Angel - Frog-Hael (Anime)
511018017	Performapal Kuribohrder (Manga)
511018018	Sonic Cyclone
511018019	Winged Kuriboh (Anime)
511018020	Dragon's Orb
511018021	Timegazer Magician (Pre-Pendulum)
511018022	Stargazer Magician (Pre-Pendulum)
511018023	Fusion Destruction
511018024	Destiny HERO - Captain Tenacious (Anime)
511018028	Elemental HERO Flame Wingman (Anime)
511018029	Bachibachibachi (Anime)
511018030	Kaiser Vorse Raider (Anime)
511018031	Yellow Hecate
511018032	Red Hecate
511018033	Violet Hecate
511018034	Gorgon
511018035	G Golem Crystal Heart
511018036	Love Gravity
511018037	Gravity Fluctuation
511018508	Raidraptor - Retrofit Lanius
511018510	Rank-Up-Magic Cipher Pursuit
511018512	Cipher Chain
511019001	Vampire Lady (Anime)
511019002	Y-Dragon Head (Anime)
511019003	Z-Metal Tank (Anime)
511019006	Green Gadget (Anime)
511019007	Red Gadget (Anime)
511019008	Yellow Gadget (Anime)
511019009	Blade Knight (Anime)
511020000	Raidraptor - Revolution Falcon (Anime)
511020001	Silent Doom (Anime)
511020002	Hi-Speedroid Chanbara (Anime)
511020003	Performapal Springoose (Anime)
511020004	Gagaga Mancer (Anime)
511020005	Puppet Ritual (Anime)
511020007	Jinzo - Returner (Anime)
511020008	Hidden Soldiers (Anime)
511020009	Rope of Life (Anime)
511020010	Rainbow Kuriboh (Anime)
511020011	Chronomaly Cabrera Trebuchet (Anime)
511020012	[INVALID_DATA]
511021000	Fortune Lady Light (Anime)
511021001	Deep Diver (Anime)
511021002	Ivy Shackles (Anime)
511021003	Scarred Warrior (Anime)
511021004	Thunder Short (Anime)
511021005	Shark Stickers (Anime)
511021006	Honest (Anime)
511021007	Barrier Gum
511021008	Meteor of Destruction (Anime)
511021009	Violet Witch (Anime)
511021010	Overlay Booster (Anime)
511022001	Dino Deceit
511022002	Dino Domain
511022003	Dino Sense
511023000	One-Eyed Skill Gainer (Anime)
511023001	Chronomaly Aztec Mask Golem (Anime)
511023002	Chronomaly Colossal Head (Anime)
511023004	Infernity Destroyer (Anime)
511023005	Elemental HERO Darkbright (Anime)
511023006	Elemental HERO Magma Neos (Anime)
511023007	Elemental HERO Storm Neos (Anime)
511023008	Cyclone Boomerang (Anime)
511023010	Elemental HERO Aqua Neos (Anime)
511023011	Elemental HERO Absolute Zero (Anime)
511023012	Umbral Horror Will o' the Wisp (Anime)
511023013	Elemental HERO Terra Firma (Anime)
511023014	Elemental HERO Necroshade (Anime)
511023015	Evil HERO Infernal Sniper (Anime)
511024000	Dotedotengu (Anime)
511024001	Wroughtweiler (Anime)
511024002	Performapal Turn Toad (Anime)
511024005	Pinpoint Guard (Anime)
511024006	Xyz Shift (Anime)
511024007	Spell Calling (Anime)
511024008	Numbers Overlay Boost (Anime)
511024009	Ancient Gear Explosive (Anime)
511024010	Evil HERO Infernal Prodigy (Anime)
511024011	Fossil Dyna Pachycephalo (Anime)
511025000	Tindangle Acute Cerberus (Anime)
511025001	Scan Doll
511025002	Flick Clown (Anime)
511027000	Destiny HERO - Blade Master (Anime)
511027001	Perfectron Hydradrive Dragon
511027002	Sunavalon Melias
511027003	Card of Pandora
511027004	Sunseed Shadow
511027005	Hydradrive Element
511027006	Hydradrive Tolerance
511027007	Borrel Ring
511027008	Hydradrive Gravity
511027009	Alteration Hydradrive
511027010	Paradox Hydradrive Atlas
511027012	Sunseed Twin
511027013	Sunvine Plunder
511027014	Hydradrive Readvent
511027015	Borrel Buster Barrier
511027016	Overfloater
511027017	Borrel Half Replace
511027020	Interference Canceller
511027021	Dice Logic
511027023	Property Flood
511027024	Phoenixian Cluster Amaryllis (Anime)
511027025	Witch of the Black Rose (Anime)
511027050	Final Offguard
511027092	Judgment Roll
511027099	Battle Restart
511027100	Link Pressure
511030001	Flexible Tentacluster
511030002	Reverse Engineering
511030003	Dillingerous Dragon (Anime)
511030004	Dinowrestler Martial Ankylo (Anime)
511030005	Schuberta the Melodious Maestra (anime)
511030006	Dinowrestler Coelasilat (Anime)
511030007	Mark of the Rose (Anime)
511030008	Dinowrestler Eskrimamenchi (Anime)
511030009	Armatos Gloria
511030010	Armatos Legio Scutum
511030011	Armatos Legio Legatus Legionis
511030012	Vulnerability Dragon
511030013	Checksum Dragon (Anime)
511030014	Blackwing - Backlash (Anime)
511030015	Armatos Legio Decurion
511030016	Armatos Legio Centurion
511030017	Armatos Fulgur
511030018	Armatos Legio Gladius
511030019	Crazy Evolution
511030020	Armatos Legio Speculata
511030021	Armatos Lex
511030022	Draw Discharge (Anime)
511030023	Cross Debug (Anime)
511030024	Armatos Legio Sica
511030025	Armatos Colosseum
511030026	Armatos Legio Pilus Prior
511030027	Armatos Legio Primi Ordines
511030028	Armatos Legio Magnus Dux
511030029	Armatos Replacement
511030030	Armatos Legio Tribunus Militum
511030031	Armatos Legio Galea
511030032	Judgment Sword
511030033	Salamangreat Performance
511030034	Salamangreat Sublimation
511030035	Salamangreat Ascetic
511030036	Fury of Fire (Anime)
511030037	Armatos Legio Segmentata
511030038	Hydradrive Protection
511030039	Appliancer Socketroll
511030040	Appliancer Propelion
511030041	Appliancer Vacculephant
511030042	Appliancer Reuse
511030043	Appliancer Laundry Dragon
511030044	Appliancer Celtopus
511030045	Appliancer Test
511030046	Appliancer Conversion
511030047	Chariot Pile (Anime)
511030048	Topologina Babee
511030049	Topologina Maybee
511030050	Topologina Bambee
511030051	Topologina Gatsbee
511030052	Topologina Honeycomb Beehicle
511030053	Topologina Beeswax
511030054	Appliancer Electrilyrical World
511030055	Appliancer Copybokkle
511030056	Appliancer Kappa Scale
511030057	Appliancer Coating
511030058	Appliancer Reduction
511030059	Appliancer Recycling
511030061	Appliancer Dryer Drake
511030062	Background Dragon (Anime)
511030063	Drastic Draw
511030065	Exslayer
511030066	Darkwight @Ignister
511030068	Link Turret (Anime)
511030070	Armatos Legio Magica Alcum
511030072	Armatos Legio Plumbum Trident
511050001	Fluffal Bear (Anime)
511050002	Fluffal Leo (Anime)
511050003	Fluffal Octopus (Anime)
511050004	Frightfur Sheep (Anime)
511050007	Performapal Sword Fish (Anime)
511050008	Tin Archduke (Anime)
511050010	Designer Frightfur (Anime)
511050011	Speedroid Taketomborg (Anime)
511050012	Skull Flame (Anime)
511050013	Afterglow (Anime)
511106001	Hydradrive Impact
511106002	Hydradrive Utilization
511106003	Hydradrive Nightmare
511106004	Dinowrestler Capoeiraptor (Anime)
511106005	Dinowrestler Capaptera (Anime)
511106006	Egg Clutch
511106007	Hydradrive Cycle
511106008	Gem-Knight Lady Lapis Lazuli (Anime)
511106009	D-Fusion (Anime)
511106010	Break Away (Anime)
511106011	Re-dyce-cle (Anime)
511106012	Wall of Disruption (Anime)
511106013	Cubed Hydradrive Lord
511106014	Tesseract Hydradrive Monarch
511130000	Dungeon Worm (Anime)
511130001	Infernity Randomizer (Anime)
511130002	Phantom Magician (Anime)
511231002	Neo-Spacian Aqua Dolphin (Anime)
511247000	Dark Contract with the Eternal Darkness (Anime)
511247001	Superheavy Samurai Fist (Anime)
511247002	Fortune Lady Fire (Anime)
511247003	Fortune Lady Water (Anime)
511247004	Galaxy Zero (Anime)
511247005	Lost Wind (Anime)
511247006	Dark Cure (Anime)
511247007	Purge Ray (Anime)
511247008	Battle Break (Anime)
511247009	Silver Gadget (Anime)
511247010	Deep-Eyes White Dragon (Anime)
511247011	Reverse Breaker (Anime)
511247012	Time Machine (Anime)
511247013	Heartfelt Appeal (Anime)
511247014	Blackwing - Hillen the Tengu-wind (Anime)
511247015	Offering to the Immortals (Anime)
511247017	Opera the Melodious Diva (Anime)
511247018	Mozarta the Melodious Maestra (Anime)
511247019	Sargasso the D.D. Battlefield (Anime)
511247020	Magical Contract Door (Anime)
511310000	Chiron the Mage (Anime)
511310001	Dododo Warrior (Anime)
511310002	Tannhauser Gate (Anime)
511310003	Elemental HERO Escuridao (Anime)
511310005	Accellight (Anime)
511310006	Toy Knight (Anime)
511310007	Torrential Tribute (Anime)
511310008	Elemental HERO Great Tornado (Anime)
511310009	Masked HERO Acid (Anime)
511310010	Masked HERO Dian (Anime)
511310011	Trust Guardian (Anime)
511310012	Performapal Bubblebowwow (Anime)
511310013	Performapal Radish Horse (Anime)
511310014	Bubble Barrier (Anime)
511310015	Forbidden Dark Contract with the Swamp King (Anime)
511310016	Hi-Speed Re-Level (Anime)
511310017	Mirror Gate (Anime)
511310019	Assault Wyvern (Anime)
511310020	Twin Pillars of Ice
511310021	Soul Infusing Sculptor
511310022	Ice Sculpture Token
511310023	Edge of Darkness
511310024	Surrounded by Fallen Wolves
511310025	Howl of the Fallen Wolf
511310026	Majesty of Fire
511310027	Phoenix Gearblade
511310028	Duplicate Drone
511310029	3D Bio Scanner
511310032	Link Rush
511310033	Poisoning Blocker
511310034	Zombie Prosaber
511310035	Golden Allure Queen
511310036	Allure Palace
511310037	Allure Dance
511310038	Stairs of Mail (Anime)
511369001	Stormrider Griffore
511369002	Stormrider Gargoyle
511369003	Stormrider Gulldiver
511369004	Stormrider Hippogriff
511369005	Stormrider Skyfisher
511369006	Stormrider Blast
511445000	Stormridership Bahamut Bomber
511445002	Stormrider Harpiarm
511445004	Stormrider Return
511600000	Performapal Ignition Eagle
511600001	Performapal Guitartle (Anime)
511600002	Dimension Duel
511600003	Final Geas (Anime)
511600004	Lightforce Sword (Anime)
511600005	Magicians Unite (Manga)
511600006	Magicians Unite (Anime)
511600007	Cloning (Anime)
511600008	Effect Cowl
511600009	DDoS Attack
511600012	Elemental HERO Prisma (Anime)
511600013	Cards of Consonance (Anime)
511600014	Red Resonator (Anime)
511600015	Cyberse Annihilation
511600018	Cyberse Cache
511600020	Link Restart (Anime)
511600021	Linkbelt Wall Dragon (Anime)
511600022	Fire Prison (Anime)
511600023	Limit Code (Anime)
511600024	Arrow Charge
511600025	Dual Assembwurm (Anime)
511600026	Cynet Refresh (Anime)
511600027	Boot Sector Launch (Anime)
511600028	Battle Buffer
511600029	Frontline Disturbance
511600030	Obelisk The Progenitor
511600032	Tentacluster Nautilus
511600033	Backlinker (Anime)
511600034	Slime
511600035	Doppler Phase Coating
511600036	Cynet Defrag
511600038	Magical Dimension (Anime)
511600039	Odd-Eyes Mirage Dragon (Manga)
511600042	Recovery Sorcerer (Anime)
511600044	Trickstar Maribold
511600045	Trickstar Treat
511600047	Lord Gaia the Fierce Knight (Anime)
511600048	Apple Magician Girl (Anime)
511600049	Lemon Magician Girl (Anime)
511600050	Gandora-X the Dragon of Demolition (Anime)
511600051	Sentry Soldier of Stone (Anime)
511600052	Celtic Guard of Noble Arms (Anime)
511600055	Multi Sledgehammer
