id	type
511002558	4
511002559	65538
511002560	4
511002561	33
511002562	4
511002563	4
511002564	2
511002565	4
511002566	131076
511002567	65538
511002568	4
511002569	4
511002570	4
511002571	4
511002572	2
511002573	4
511002574	4
511002575	4
511002576	4
511002577	4
511002578	131074
511002579	4
511002580	4
511002581	33
511002582	262146
511002583	2
511002584	131076
511002585	4
511002586	131076
511002587	33
511002588	2
511002589	524290
511002590	65538
511002591	8388641
511002592	17
511002593	17
511002594	17
511002595	17
511002596	4
511002597	33
511002598	4129
511002599	8388641
511002600	8388641
511002601	65538
511002602	33554465
511002603	4129
511002610	17
511002611	17
511002612	17
511002613	17
511002614	17
511002615	17
511002616	17
511002617	17
511002618	2
511002619	65538
511002620	2
511002621	2
511002622	131076
511002623	33
511002624	2
511002625	33
511002626	4
511002627	16401
511002628	17
511002629	17
511002630	17
511002631	33
511002632	17
511002633	17
511002634	17
511002635	17
511002636	17
511002637	4
511002638	4
511002639	4
511002641	33
511002642	33
511002643	33
511002644	4129
511002645	4
511002646	4
511002647	4129
511002648	2
511002649	4
511002650	4
511002651	16777249
511002652	131074
511002653	4
511002654	4
511002655	17
511002656	17
511002657	17
511002658	8388641
511002659	65538
511002660	4
511002661	65538
511002662	4
511002663	4
511002664	33
511002665	33
511002666	33
511002667	4
511002668	2
511002669	4
511002670	33
511002671	17
511002672	524290
511002673	33
511002674	33
511002675	2
511002676	33
511002677	33
511002678	33
511002679	2097185
511002680	2097185
511002681	16777249
511002682	33
511002683	33
511002684	262146
511002685	2
511002686	33
511002687	33
511002688	4129
511002689	4129
511002690	8225
511002691	33
511002692	2
511002693	33
511002694	33
511002695	16401
511002696	33
511002697	33
511002698	131076
511002699	4
511002700	33
511002701	2
511002702	16777249
511002703	33
511002704	97
511002705	131076
511002706	8225
511002708	8225
511002709	8225
511002710	33
511002711	33
511002712	97
511002713	8225
511002714	1048580
511002715	4129
511002716	33
511002717	65538
511002718	33
511002719	8225
511002720	97
511002721	97
511002722	4
511002723	4
511002724	262146
511002725	2
511002726	4129
511002727	8388641
511002728	4
511002729	33554465
511002730	4
511002731	17
511002732	33
511002733	2
511002734	131076
511002735	65538
511002736	2
511002737	8388641
511002738	33
511002739	33
511002740	33
511002741	33
511002742	2
511002743	2
511002744	2
511002745	4
511002746	2
511002747	65538
511002748	65538
511002749	8388641
511002750	4
511002751	131074
511002752	131076
511002753	131074
511002754	65538
511002755	4129
511002756	131076
511002757	4
511002758	4
511002759	33
511002760	33
511002761	33
511002762	8388641
511002763	8388641
511002764	8388641
511002765	4
511002766	2
511002767	262148
511002768	65538
511002769	2
511002770	4
511002771	33
511002772	33
511002773	2
511002774	4
511002775	2
511002776	65538
511002777	65538
511002778	8388641
511002780	2
511002781	2097185
511002782	2097185
511002783	2097185
511002784	2097185
511002785	2097185
511002786	2097185
511002787	2097185
511002788	2097185
511002789	4
511002790	4
511002791	33
511002792	4
511002793	33
511002794	33
511002795	131076
511002796	33
511002797	2
511002798	4
511002799	262146
511002800	4
511002801	1048580
511002802	4
511002803	4
511002804	4
511002805	4
511002806	4
511002807	33
511002808	97
511002809	97
511002810	2
511002811	4
511002812	33
511002813	65538
511002814	4
511002815	2
511002816	33
511002817	4
511002818	33
511002820	131076
511002821	1057
511002822	2
511002823	2
511002824	65538
511002825	2
511002826	131076
511002827	33
511002828	17
511002829	8388641
511002830	8388641
511002831	8225
511002832	4
511002833	33
511002834	33
511002835	2
511002836	33554465
511002837	4
511002838	33
511002839	8388641
511002840	262146
511002841	8225
511002842	4
511002843	4
511002844	2
511002845	33
511002846	2
511002847	4
511002848	33
511002849	33
511002850	131076
511002851	1057
511002852	1057
511002853	1057
511002854	33
511002855	8388641
511002856	33
511002857	33
511002858	8388641
511002859	97
511002860	4129
511002861	33554465
511002862	33
511002863	33
511002864	8388641
511002865	33
511002866	8388641
511002867	131074
511002868	65538
511002869	33
511002870	8388641
511002871	8388641
511002872	8388641
511002873	8388641
511002874	524290
511002875	2
511002876	65538
511002877	4129
511002878	2
511002879	4
511002880	4129
511002881	33
511002882	4129
511002883	33
511002884	4
511002885	131074
511002886	4
511002887	4
511002888	33
511002889	4
511002890	2
511002891	4
511002892	4
511002893	2
511002894	33
511002895	2097185
511002896	8388641
511002897	33
511002898	33
511002899	65538
511002900	65538
511002901	1057
511002902	131076
511002903	131074
511002904	131074
511002905	4
511002906	33
511002907	131076
511002908	4
511002909	17
511002910	4129
511002911	4
511002912	8388641
511002913	8388641
511002914	262146
511002915	131076
511002916	4
511002917	4
511002918	2
511002919	524290
511002920	65538
511002921	65538
511002922	2
511002923	2
511002924	1048580
511002925	262146
511002926	2
511002927	131074
511002928	65538
511002929	2
511002930	2
511002931	4
511002932	33
511002933	33
511002934	33554465
511002935	33
511002936	262146
511002937	33
511002938	4
511002939	2
511002940	2
511002941	4
511002942	4
511002943	262146
511002944	4
511002945	33
511002946	2
511002947	2
511002948	33
511002949	4
511002950	131074
511002951	33
511002952	4129
511002953	8225
511002954	97
511002955	2
511002956	65538
511002957	33
511002958	97
511002959	97
511002960	33
511002961	33
511002962	97
511002963	97
511002964	131076
511002965	4
511002966	131076
511002967	131076
511002968	131074
511002969	131074
511002970	4
511002973	131076
511002974	147458
511002975	131074
511002976	33
511002977	2
511002978	1048580
511002981	2
511002982	131074
511002983	131074
511002984	130
511002985	33
511002986	524290
511002987	4129
511002988	4
511002989	131076
511002990	4
511002991	97
511002992	33
511002993	8225
511002994	8225
511002995	2
511002996	131076
511002997	131074
511002998	524290
511002999	262146
511003000	2
511003001	2
511003002	4
511003003	97
511003004	1048580
511003005	131076
511003006	33
511003007	2097185
511003008	131074
511003009	33
511003010	65538
511003011	16401
511003012	33
511003018	33
511003019	4129
511003020	33554465
511003021	131074
511003022	4
511003023	131076
511003025	4129
511003026	4
511003027	33
511003028	2
511003029	4
511003038	4
511003039	33
511003040	16401
511003041	16400
511003042	16400
511003043	16400
511003044	16400
511003045	16781345
511003046	4
511003047	8225
511003048	131074
511003049	1048580
511003050	33
511003051	65538
511003052	65538
511003053	131074
511003054	33
511003055	1057
511003056	17
511003057	17
511003058	17
511003059	17
511003060	17
511003062	33554465
511003063	17
511003064	17
511003065	17
511003066	17
511003067	17
511003068	17
511003069	17
511003070	130
511003071	33
511003072	4
511003073	2
511003074	33
511003075	17
511003076	4
511003077	33
511003078	131074
511003080	4
511003081	33
511003082	524290
511003083	4
511003084	4
511003085	131074
511003086	524290
511003087	131076
511003088	33
511003089	33
511003090	33
511003091	17
511003092	17
511003093	17
511003094	17
511003095	17
511003096	17
511003097	17
511003098	17
511003099	17
511003100	17
511003101	17
511003102	17
511003103	17
511003104	17
511003105	17
511003106	17
511003107	17
511003108	17
511003109	17
511003110	17
511003111	17
511003112	17
511003113	17
511003114	17
511003115	4129
511003116	33
511004000	2
511004001	2
511004003	2
511004004	65538
511004006	33554465
511004007	131074
511004008	4
511004014	2
511004015	33
511004016	65538
511004100	262146
511004103	4
511004104	4
511004105	4
511004106	4
511004107	16401
511004108	33
511004110	4
511004111	4
511004112	4
511004113	2
511004114	4
511004115	17
511004117	262146
511004121	2
511004122	4
511004123	131076
511004124	2
511004125	16401
511004126	33
511004322	2
511004325	16401
511004326	33
511004327	131074
511004328	1048580
511004331	2
511004335	4
511004336	4
511004337	2
511004339	2
511004340	262146
511004341	65538
511004343	65538
511004345	16401
511004399	65538
511004400	2
511004401	65538
511004403	131076
511004404	4
511004405	2
511004406	131076
511004407	33
511004408	4
511004409	131074
511004410	131074
511004411	131076
511004412	33
511004413	2
511004414	131076
511004415	4
511004416	65538
511004417	4
511004418	131076
511004419	33
511004420	131074
511004421	65538
511004422	16401
511004423	16777249
511004424	131076
511004425	131076
511004426	65538
511004427	65538
511004428	131076
511004429	4
511004430	4
511004431	2
511004432	131074
511004434	33
511004436	4
511004437	33
511004438	33
511004439	33
511004440	131076
511004441	33
511004442	131074
511004443	33
511004444	2
511004445	4
511004446	4
511004447	33
511004448	4
511004449	1048580
511004450	4
511004501	4
511005001	262146
511005002	4
511005006	33
511005007	4
511005008	33
511005009	131076
511005010	131074
511005013	33
511005014	33
511005015	2
511005016	4
511005017	2
511005018	33
511005019	4
511005020	4
511005021	65538
511005022	4
511005023	4
511005025	262146
511005026	2
511005028	1048580
511005029	262146
511005030	33
511005031	16401
511005032	524290
511005033	2
511005034	17
511005035	262146
511005038	4
511005039	4
511005040	4
511005041	33
511005042	33
511005043	4
511005044	33
511005045	4
511005046	131076
511005047	4
511005050	2
511005051	2
511005053	262146
511005054	131074
511005055	4
511005056	131074
511005057	2
511005058	33
511005059	4
511005060	65538
511005062	16401
511005063	65538
511005064	131076
511005065	33
511005066	33
511005067	131074
511005068	131076
511005069	131076
511005070	262146
511005071	131076
511005072	2
511005073	4
511005074	262146
511005075	4
511005076	65538
511005077	131076
511005079	4
511005081	4
511005082	16401
511005083	131076
511005084	131074
511005085	6
511005086	4
511005087	4
511005089	65538
511005090	262146
511005091	4
511005092	2
511005093	2
511005591	131074
511005592	262146
511005595	2
511005596	2
511005598	131076
511005599	2
511005600	16401
511005601	4
511005604	97
511005605	131076
511005623	33
511005624	33
511005628	131076
511005629	33
511005630	33
511005633	524290
511005637	1048580
511005639	33554465
511005642	4
511005643	33
511005644	131076
511005645	33
511005646	131074
511005647	33
511005701	33
511005709	33
511005710	131076
511005711	16777249
511005712	16777249
511005713	4
511005714	4
511005715	33
511005737	33
511006000	131074
511006002	4
511006003	131074
511006004	524290
511006005	131076
511006006	33
511006007	65
511006010	33
511007001	16777233
511007003	131076
511007005	16401
511007006	2
511007010	2
511007013	2
511007014	4
511007015	33
511007018	4
511007019	2
511007022	33
511007024	1048580
511007029	2
511007031	262146
511008001	262146
511008003	2
511008004	4
511008005	2
511008009	2
511008010	8225
511008012	4
511008013	2097185
511008015	65538
511008016	524290
511008017	16401
511008019	65538
511008020	2
511008021	4
511008023	65538
511008024	4
511008025	262146
511008026	33
511008027	131076
511008029	4
511008030	131076
511008031	4
511008500	4
511008501	16401
511008502	131076
511008503	131076
511008505	131076
511008506	33
511008507	33
511008508	33
511008509	33
511008510	65538
511009000	8225
511009001	65
511009002	8388641
511009003	16777233
511009004	16777233
511009005	33
511009006	33
511009007	4129
511009008	2
511009009	33
511009010	524290
511009011	33
511009012	33
511009013	33
511009014	33
511009015	17
511009016	17
511009018	67108897
511009019	33554465
511009021	16777233
511009022	4129
511009023	131074
511009024	4
511009025	97
511009026	8388641
511009027	65538
511009030	4
511009031	16401
511009032	524290
511009033	16401
511009034	2
511009035	4
511009036	131076
511009040	4
511009041	2
511009042	262146
511009043	33
511009044	4
511009047	16777249
511009049	8225
511009051	8225
511009052	2
511009053	97
511009054	2
511009055	33
511009058	2
511009059	2
511009060	2
511009061	33
511009062	8405025
511009063	33
511009064	4129
511009065	8225
511009066	16777249
511009068	2
511009070	131076
511009071	161
511009072	16777249
511009073	16777249
511009074	8388641
511009075	4
511009077	33
511009078	131076
511009079	131074
511009080	2
511009081	262146
511009082	262146
511009083	131074
511009084	131074
511009085	131076
511009086	4
511009087	4
511009088	524290
511009089	33
511009091	16777249
511009093	2
511009094	131076
511009095	16785441
511009098	33
511009099	33
511009100	33
511009102	4
511009103	4
511009104	2
511009105	97
511009106	33
511009107	16777249
511009108	262146
511009109	97
511009110	33
511009111	4
511009112	17
511009113	17
511009114	17
511009115	17
511009116	17
511009117	17
511009118	17
511009119	17
511009120	17
511009121	17
511009122	17
511009123	33
511009124	33
511009125	17
511009126	8225
511009128	33
511009130	33
511009131	33
511009132	33
511009133	131074
511009134	33
511009135	4
511009136	8388641
511009137	33
511009138	131076
511009139	33
511009141	2
511009142	33
511009143	2
511009144	65538
511009145	8225
511009146	262146
511009147	17
511009148	17
511009149	17
511009150	17
511009153	2
511009154	16401
511009155	33
511009156	33
511009157	33
511009158	17
511009159	4
511009160	262146
511009162	16777249
511009165	97
511009166	131076
511009167	4
511009168	262146
511009169	2
511009170	33
511009180	33
511009181	4
511009182	33
511009183	33554465
511009186	33554465
511009189	2
511009190	2
511009191	33
511009192	33
511009193	8388641
511009194	97
511009195	65538
511009196	2
511009198	65538
511009200	33
511009202	2
511009203	262146
511009204	4
511009206	33
511009208	4
511009209	524290
511009210	131074
511009212	4
511009213	131074
511009214	4
511009215	16401
511009300	97
511009301	131076
511009302	131076
511009303	67108865
511009304	97
511009305	4129
511009306	131076
511009307	97
511009308	131074
511009309	4
511009310	131076
511009311	33
511009312	4
511009313	8225
511009314	524290
511009315	131076
511009316	4
511009317	262146
511009318	2
511009319	4
511009320	2
511009321	8388641
511009322	33
511009323	4
511009324	131074
511009325	65538
511009326	2
511009327	2
511009328	65538
511009329	4
511009330	131074
511009331	17
511009332	131076
511009333	2
511009334	2
511009335	97
511009336	97
511009337	16401
511009338	4
511009339	4
511009340	25165857
511009341	65538
511009342	4
511009343	2
511009344	97
511009345	65538
511009347	131076
511009349	8388641
511009350	97
511009351	33
511009353	33
511009355	2
511009357	2
511009361	4
511009362	131074
511009363	16777249
511009364	16777249
511009365	4129
511009366	16777249
511009367	16777249
511009368	97
511009369	16777249
511009372	16777313
511009373	131074
511009374	131076
511009375	4
511009376	97
511009377	2
511009378	33
511009380	4129
511009381	97
511009382	97
511009383	16781345
511009384	33
511009385	33
511009386	2
511009387	25165857
511009388	16777233
511009389	2
511009390	97
511009391	97
511009392	16777249
511009393	33
511009396	131076
511009397	2
511009399	131076
511009402	33
511009403	4
511009404	131076
511009405	33
511009406	33
511009407	33
511009410	131074
511009411	131074
511009412	131074
511009413	16777249
511009414	33
511009415	16777313
511009416	8225
511009417	131074
511009418	2
511009421	131076
511009424	33
511009425	33
511009427	33
511009428	16401
511009429	67108897
511009436	2
511009437	131074
511009438	4
511009439	4
511009441	25174113
511009442	16777249
511009443	16777249
511009444	16777249
511009445	4
511009446	2
511009447	4
511009462	8388641
511009469	1048580
511009480	8388641
511009503	67108866
511009508	8388641
511009509	65538
511009510	65538
511009513	4129
511009514	33
511009515	33
511009517	8225
511009518	262146
511009519	33
511009522	16777249
511009523	4
511009524	2
511009526	65538
511009527	65538
511009528	97
511009530	97
511009531	8225
511009533	131074
511009534	131074
511009535	131074
511009536	131074
511009537	4
511009538	16777249
511009539	16777249
511009540	33
511009541	2
511009542	131074
511009543	16777249
511009544	16777249
511009545	16777249
511009546	2
511009549	2
511009553	8225
511009555	65538
511009557	17
511009558	17
511009559	65538
511009560	8388641
511009561	262146
511009562	131074
511009563	131074
511009564	17
511009565	16777249
511009567	8388641
511009569	33
511009572	16777249
511009574	2
511009580	16777249
511009582	2
511009583	33
511009587	16777313
511009588	16785441
511009593	16777313
511009601	33
511009602	33
511009603	33
511009605	2
511009606	262146
511009607	65538
511009609	2
511009610	65538
511009611	4
511009612	4
511009613	131074
511009614	33
511009615	33
511009616	67108897
511009617	67108897
511009618	2
511009619	4
511009620	16401
511009621	2
511009625	131076
511009627	33
511009628	33
511009631	16777249
511009632	16777233
511009634	4
511009635	8225
511009641	16777249
511009642	16777249
511009643	16777233
511009644	16777249
511009645	16777249
511009646	16777233
511009650	65538
511009651	67108897
511009652	67108897
511009653	33
511009654	65538
511009655	16401
511009656	33
511009657	4
511009658	67108897
511009659	16401
511009660	131074
511009661	2
511009662	131074
511009663	4
511009665	33
511009666	67108897
511009667	67108897
511009668	67108897
511009669	67108897
511009670	67108897
511009671	67108897
511009672	131074
511009673	4
511009675	131076
511009676	16401
511009677	131076
511009678	67108897
511009679	17
511009680	67108897
511009682	131074
511009683	33
511009684	33
511009685	67108897
511009686	131074
511009687	4
511009691	262146
511009693	33
511009694	17
511009695	17
511009696	2
511009697	33
511009700	131076
511009701	4
511009704	67108897
511009705	67108897
511009706	67108897
511009708	33
511009709	131076
511009710	16401
511009711	67108897
511009712	131076
511009713	67108897
511009714	67108897
511009715	262146
511009716	67108897
511009717	67108897
511009724	131074
511009726	2
511009727	33
511009729	65538
511009731	2
511009735	67108897
511009736	33
511009737	33
511009738	2
511009740	131076
511009741	33
511009742	67108897
511009743	67108897
511009744	67108897
511009745	131076
511009746	16401
511009747	262146
511009748	4
511009749	262146
511009916	33
511009917	33
511009918	33
511009919	524290
511009920	33
511009921	33
511009923	4
511009926	16401
511009927	4
511009928	67108897
511009930	67108897
511009935	33
511009938	131074
511009939	262146
511009940	16401
511009950	4129
511009951	8225
511009952	33
511009953	131076
511009954	67108897
511009955	67108897
511009957	33
511009958	33
511010007	8388641
511010009	8388641
511010010	8388641
511010011	8388641
511010012	8388641
511010020	8388641
511010021	8388641
511010025	8388641
511010030	8388641
511010032	8388641
511010034	8388641
511010035	8388641
511010039	8388641
511010047	8388641
511010053	8388641
511010056	8388641
511010062	8388641
511010064	8388641
511010065	8388641
511010083	8388641
511010096	8388641
511010103	8388641
511010104	8388641
511010105	8388641
511010107	8388641
511010132	8388641
511010139	8388641
511010165	8388641
511010173	8388641
511010192	8388641
511010196	8388641
511010205	8388641
511010207	8388641
511010238	8388641
511010239	8388641
511010500	16777249
511010501	33
511010502	33
511010503	33
511010504	8388641
511010505	2
511010506	33
511010507	33
511010508	97
511010511	33
511010513	2
511010514	16785441
511010515	25165857
511010519	97
511010525	2
511010530	1048580
511010531	33
511010532	262146
511010533	33
511010534	8225
511010535	4
511010536	4129
511010537	2
511010700	131074
511010701	33
511010702	131076
511010703	4129
511010704	2
511011000	2
511011001	1048580
511011002	4
511011003	2097185
511011004	131076
511011005	4
511012000	33
511012001	16777249
511013000	33
511013001	33
511013002	33558561
511013003	33
511013004	4129
511013005	8225
511013006	131076
511013007	131076
511013008	33
511013009	4
511013010	33
511013011	262146
511013014	4
511013015	2
511013016	2
511013017	1048580
511013018	33
511013020	161
511013021	161
511013022	33
511013023	1048580
511013024	1048580
511013025	4
511013026	33554465
511013027	33
511013028	33
511013029	4129
511013031	33
511013032	33
511013033	33
511013035	33
511014000	524290
511014001	4129
511015100	33
511015101	2
511015103	2
511015104	65538
511015105	65538
511015106	65538
511015107	2
511015108	33
511015109	4
511015110	131076
511015111	131074
511015112	16777249
511015113	131074
511015114	33
511015115	33
511015116	97
511015117	97
511015118	8388641
511015119	33
511015120	4129
511015121	524292
511015122	4
511015123	16385
511015124	8225
511015125	65538
511015126	2
511015127	33
511015128	97
511015129	8388641
511015130	131076
511015131	524290
511015132	8388641
511015133	8388641
511015134	2
511016000	33
511016001	4
511016002	33
511016003	2
511016004	33
511016005	2
511016006	97
511016007	131076
511016008	65538
511016009	4
511017001	33554465
511017002	97
511018000	33
511018001	33
511018002	33
511018003	2
511018004	2
511018006	4
511018007	33
511018008	2
511018009	33
511018010	33
511018011	2
511018012	131074
511018013	131076
511018014	33
511018015	4
511018016	33
511018017	33
511018018	4
511018019	33
511018020	4
511018021	33
511018022	33
511018023	131074
511018024	33
511018028	97
511018029	33
511018030	33
511018031	17
511018032	17
511018033	17
511018034	97
511018035	67108897
511018036	4
511018037	4
511018508	33
511018510	65538
511018512	131076
511019001	17
511019002	17
511019003	17
511019006	17
511019007	17
511019008	17
511019009	17
511020000	8388641
511020001	2
511020002	8225
511020003	33
511020004	33
511020005	2
511020007	33
511020008	4
511020009	4
511020010	33
511020011	33
511020012	33
511021000	33
511021001	33
511021002	131074
511021003	8225
511021004	2
511021005	33
511021006	33
511021007	4
511021008	2
511021009	33
511021010	33
511022001	4
511022002	131076
511022003	1048580
511023000	8388641
511023001	33
511023002	33
511023004	33
511023005	97
511023006	97
511023007	97
511023008	262146
511023010	97
511023011	97
511023012	33
511023013	97
511023014	33
511023015	65
511024000	33
511024001	33
511024002	16777249
511024005	4
511024006	2
511024007	2
511024008	4
511024009	2
511024010	33
511024011	33
511025000	67108897
511025001	33
511025002	33
511027000	33
511027001	67108897
511027002	67108897
511027003	36
511027004	33
511027005	33
511027006	4
511027007	131076
511027008	4
511027009	67108897
511027010	67108897
511027012	33
511027013	131074
511027014	2
511027015	4
511027016	33
511027017	2
511027020	131076
511027021	131076
511027023	2
511027024	33
511027025	4129
511027050	2
511027092	131076
511027099	4
511027100	65538
511030001	131074
511030002	4
511030003	67108897
511030004	33
511030005	97
511030006	4129
511030007	262146
511030008	33
511030009	131076
511030010	33
511030011	67108897
511030012	33
511030013	33
511030014	1048580
511030015	67108897
511030016	67108897
511030017	2
511030018	33
511030019	2
511030020	33
511030021	131074
511030022	4
511030023	33
511030024	33
511030025	524290
511030026	67108897
511030027	67108897
511030028	67108897
511030029	2
511030030	67108897
511030031	33
511030032	2
511030033	2
511030034	2
511030035	4
511030036	2
511030037	33
511030038	131074
511030039	33
511030040	67108897
511030041	67108897
511030042	2
511030043	67108897
511030044	67108897
511030045	2
511030046	65538
511030047	131076
511030048	33
511030049	33
511030050	33
511030051	33
511030052	131074
511030053	131076
511030054	524290
511030055	33
511030056	67108897
511030057	65538
511030058	2
511030059	65538
511030061	67108897
511030062	33
511030063	2
511030065	67108897
511030066	67108897
511030068	131076
511030070	33
511030072	67108897
511050001	33
511050002	33
511050003	33
511050004	97
511050007	33
511050008	8388641
511050010	4
511050011	33
511050012	33
511050013	2
511106001	262146
511106002	2
511106003	4
511106004	33
511106005	33
511106006	131076
511106007	131076
511106008	97
511106009	4
511106010	4
511106011	4
511106012	4
511106013	67108897
511106014	67108897
511130000	33
511130001	33
511130002	33
511231002	33
511247000	131076
511247001	4129
511247002	33
511247003	33
511247004	262146
511247005	4
511247006	131076
511247007	4
511247008	4
511247009	33
511247010	33
511247011	262146
511247012	4
511247013	4
511247014	4129
511247015	4
511247017	33
511247018	33
511247019	524290
511247020	2
511310000	33
511310001	33
511310002	2
511310003	97
511310005	2
511310006	33
511310007	4
511310008	97
511310009	97
511310010	97
511310011	4129
511310012	16777249
511310013	16777249
511310014	131074
511310015	131074
511310016	2
511310017	4
511310019	33
511310020	65538
511310021	2
511310022	16401
511310023	524290
511310024	65538
511310025	4
511310026	2
511310027	262146
511310028	33
511310029	4
511310032	4
511310033	33
511310034	67108897
511310035	67108897
511310036	524290
511310037	131074
511310038	131074
511369001	33
511369002	33
511369003	33
511369004	33
511369005	33
511369006	524290
511445000	67108897
511445002	33
511445004	2
511600000	16777249
511600001	16777249
511600002	2
511600003	4
511600004	65538
511600005	131074
511600006	65538
511600007	4
511600008	2
511600009	2
511600012	33
511600013	2
511600014	4129
511600015	262146
511600018	2
511600020	1048580
511600021	33
511600022	524290
511600023	131076
511600024	2
511600025	33
511600026	4
511600027	524290
511600028	131074
511600029	65538
511600030	16401
511600032	67108897
511600033	33
511600034	17
511600035	4
511600036	262146
511600038	65538
511600039	16777249
511600042	67108897
511600044	4
511600045	131076
511600047	33
511600048	33
511600049	33
511600050	33
511600051	33
511600052	33
511600055	67108897
511600056	67108897
511600057	131074
511600058	2
511600059	4
511600060	131076
511600061	33
511600062	4
511600063	33
511600064	16777249
511600065	16777233
511600066	131074
511600067	33
511600068	33
511600069	33
511600070	8388641
511600072	33
511600073	524290
511600074	16777249
511600076	33
511600077	65538
511600079	4
511600080	67108897
511600081	65538
511600082	16785441
511600083	2
511600085	2
511600086	2
511600087	4
511600088	2
511600089	131076
511600090	50331681
511600091	67108897
511600092	33
511600094	16777233
511600095	4
511600096	2
511600097	16777233
511600098	33
511600099	33
511600100	33
511600102	262146
511600103	33
511600104	65538
511600105	8225
511600106	67108897
511600108	4
511600109	131076
511600110	67108897
511600111	4
511600112	67108897
511600113	67108897
511600114	262146
511600115	16777249
511600116	8225
511600117	2
511600118	65538
511600119	33
511600120	16777249
511600121	16777249
511600122	16777249
511600123	4
511600124	33
511600125	16777249
511600126	16777249
511600127	4
511600128	4
511600129	4
511600130	65538
511600133	130
511600137	8225
511600138	8225
511600139	2
511600140	33554465
511600141	65538
511600142	33
511600146	2
511600147	131074
511600148	4
511600149	4
511600166	33
511600169	33
511600170	2
511600171	2
511600173	33
511600174	2
511600176	524290
511600179	131076
511600181	2
511600182	97
511600185	1048580
511600186	4
511600188	16401
511600189	33
511600191	262146
511600192	65538
511600193	33
511600194	33
511600195	262146
511600196	131076
511600197	33
511600199	2
511600201	262146
511600202	2
511600203	33
511600204	67108897
511600205	2
511600206	131074
511600207	4
511600208	131076
511600209	16777233
511600210	131076
511600212	262146
511600213	262146
511600214	262146
511600215	67108897
511600216	2
511600217	65538
511600218	131076
511600219	65538
511600220	67108897
511600221	4
511600223	67108897
511600224	33
511600225	67108897
511600226	4
511600228	33
511600229	65538
511600230	2
511600231	67108897
511600232	524290
511600235	8225
511600236	33
511600237	65538
511600238	8225
511600239	17
511600241	33
511600242	4129
511600243	67108897
511600244	131074
511600245	33
511600246	131076
511600247	131074
511600248	4129
511600249	65538
511600250	97
511600251	33
511600252	67108897
511600253	67108897
511600254	67108897
511600260	67108897
511600262	33
511600263	33
511600265	131074
511600266	2
511600267	67108897
511600268	524290
511600269	4
511600271	33
511600272	67108897
511600273	131076
511600274	67108897
511600275	131074
511600276	4
511600277	65538
511600278	131074
511600279	33554465
511600280	67108897
511600282	524290
511600284	8388641
511600285	4
511600286	97
511600287	2
511600288	2
511600289	33
511600290	65538
511600291	33
511600293	4
511600294	2
511600295	524290
511600296	33
511600298	8388641
511600299	67108897
511600300	67108897
511600301	67108897
511600302	33
511600303	131074
511600304	33
511600305	97
511600306	2
511600308	65538
511600309	4
511600310	4129
511600311	33
511600313	161
511600314	131076
511600315	33
511600316	65538
511600317	4
511600318	33
511600320	67125281
511600321	131076
511600322	4
511600333	262146
511600334	33
511600335	33
511600336	65538
511600337	131076
511600338	4
511600339	262146
511600340	16386
511600341	33
511600342	33
511600343	131074
511600344	131076
511600345	4
511600346	2
511600347	2
511600351	33
511600352	33
511600353	131076
511600354	2
511600355	67108897
511600356	33
511600357	67108897
511600358	2
511600361	33
511600362	33
511600363	33
511600364	33
511600365	67108897
511756000	33
511756001	33
511756002	524290
511756003	4
511756004	4
511756005	4
511756006	4
511756007	4
511756008	97
511756009	97
511777000	2
511777001	33
511777003	2
511777004	2
511777005	262146
511777006	524290
511777007	33554465
511777008	4
511777009	2
511777010	131076
511806000	33
511806001	33
513000001	4
513000002	131076
513000003	33
513000004	8225
513000005	33
513000006	33
513000007	131074
513000008	2
513000009	4
513000011	65538
513000012	8225
513000013	8225
513000014	8225
513000015	8225
513000016	524290
513000017	8388641
513000018	8388641
513000019	2
513000020	2
513000021	97
513000022	33
513000024	97
513000025	2
513000026	131076
513000028	33
513000029	33
513000030	33
513000031	8225
513000034	4
513000035	33
513000036	4129
513000037	4
513000038	33
513000039	33
513000040	33
513000041	33
513000042	33
513000043	33
513000044	33
513000045	33
513000046	131076
513000047	131076
513000048	33554465
513000049	33
513000050	33
513000051	131076
513000052	33
513000053	33
513000054	2
513000055	2
513000056	131076
513000057	2
513000059	8388641
513000060	8388641
513000061	8388641
513000062	8388641
513000063	8388641
513000065	65538
513000066	131076
513000067	262146
513000068	33554465
513000069	33
513000070	33
513000071	2
513000072	4129
513000073	33554465
513000074	8225
513000075	33
513000076	33554465
513000077	131076
513000078	8225
513000079	8225
513000080	2
513000082	524290
513000083	33
513000084	524290
513000087	33
513000088	131076
513000089	262146
513000090	4
513000091	4
513000092	262146
513000094	262146
513000095	33554465
513000096	33
513000097	4
513000098	65538
513000099	4
513000103	33
513000104	4
513000105	131074
513000106	33
513000107	2
513000108	33
513000110	131076
513000111	131076
513000112	33
513000115	33
513000116	2
513000118	131074
513000119	2
513000120	33554465
513000121	2
513000122	2
513000124	33554465
513000125	524290
513000126	33
513000127	131076
513000128	131076
513000131	131076
513000132	262146
513000133	33
513000134	33
513000135	33
513000136	33
513000137	33
513000138	33
513000139	33
513000140	33
513000141	8388641
513000142	33
513000144	524290
513000145	2
513000146	2
513000147	2
513000148	2
513000149	2
513000150	2
513000152	2
513000153	2
513000154	2
513000155	2
513000156	2
513000157	2
513000158	2
513000159	2
513000160	2
513000161	65538
